Gene stable ID,Gene name,Human gene name,Human homology type
ENSMFAG00000052525,Metazoa_SRP,,
ENSMFAG00000030803,,NPY4R2,ortholog_one2many
ENSMFAG00000030803,,NPY4R,ortholog_one2many
ENSMFAG00000049294,,,
ENSMFAG00000043989,LARGE1,LARGE1,ortholog_one2one
ENSMFAG00000049350,,,
ENSMFAG00000032299,CDKN1B,CDKN1B,ortholog_one2one
ENSMFAG00000059435,,,
ENSMFAG00000031489,GPD1,GPD1,ortholog_one2one
ENSMFAG00000064150,U2,,
ENSMFAG00000057510,,,
ENSMFAG00000034903,GPRIN2,GPRIN2,ortholog_one2one
ENSMFAG00000052591,,,
ENSMFAG00000034215,CLEC1B,CLEC1B,ortholog_one2one
ENSMFAG00000058084,,,
ENSMFAG00000062285,,,
ENSMFAG00000056589,,,
ENSMFAG00000001564,,SENP1,ortholog_one2many
ENSMFAG00000063178,,,
ENSMFAG00000049243,,,
ENSMFAG00000045194,ERICH1,ERICH1,ortholog_one2one
ENSMFAG00000061982,,,
ENSMFAG00000038358,TTLL9,TTLL9,ortholog_one2one
ENSMFAG00000048387,,,
ENSMFAG00000055903,APOLD1,APOLD1,ortholog_one2one
ENSMFAG00000034236,SNTG1,SNTG1,ortholog_one2one
ENSMFAG00000044921,,,
ENSMFAG00000049661,,,
ENSMFAG00000063670,,,
ENSMFAG00000006785,U6,RNU6-1203P,ortholog_one2one
ENSMFAG00000063021,,,
ENSMFAG00000002965,IL7,IL7,ortholog_one2one
ENSMFAG00000003742,,SYT15B,ortholog_one2many
ENSMFAG00000003742,,SYT15,ortholog_one2many
ENSMFAG00000055223,,,
ENSMFAG00000055497,,,
ENSMFAG00000001294,TGM3,TGM3,ortholog_one2one
ENSMFAG00000059157,,,
ENSMFAG00000061354,,DPPA3,ortholog_one2many
ENSMFAG00000065472,,,
ENSMFAG00000054870,,,
ENSMFAG00000063331,,,
ENSMFAG00000049543,,,
ENSMFAG00000039803,CLEC12A,CLEC12A,ortholog_one2one
ENSMFAG00000042577,DDX47,DDX47,ortholog_one2one
ENSMFAG00000034826,,,
ENSMFAG00000062358,,,
ENSMFAG00000023230,SNORA50B,SNORA50B,ortholog_one2one
ENSMFAG00000052358,,,
ENSMFAG00000047393,,,
ENSMFAG00000049339,,,
ENSMFAG00000051445,Metazoa_SRP,,
ENSMFAG00000042354,RASSF2,RASSF2,ortholog_one2one
ENSMFAG00000053103,,,
ENSMFAG00000057693,,,
ENSMFAG00000063738,,,
ENSMFAG00000056413,,,
ENSMFAG00000051995,,,
ENSMFAG00000060626,,,
ENSMFAG00000065518,,,
ENSMFAG00000044247,RAB22A,RAB22A,ortholog_one2one
ENSMFAG00000048339,,,
ENSMFAG00000052265,,,
ENSMFAG00000047810,,,
ENSMFAG00000005021,U6,RNU6-174P,ortholog_one2one
ENSMFAG00000063967,,,
ENSMFAG00000040014,,,
ENSMFAG00000049830,,,
ENSMFAG00000055905,,,
ENSMFAG00000059778,,,
ENSMFAG00000049405,,,
ENSMFAG00000052091,,,
ENSMFAG00000054589,,,
ENSMFAG00000049011,,,
ENSMFAG00000058468,,,
ENSMFAG00000061145,,,
ENSMFAG00000058718,,,
ENSMFAG00000043342,CERS5,CERS5,ortholog_one2one
ENSMFAG00000062713,,,
ENSMFAG00000061821,,,
ENSMFAG00000055303,,,
ENSMFAG00000003646,STMN2,STMN2,ortholog_one2one
ENSMFAG00000003942,,SHLD2,ortholog_one2many
ENSMFAG00000053716,Metazoa_SRP,,
ENSMFAG00000065176,,,
ENSMFAG00000036748,,IGLL1,ortholog_one2many
ENSMFAG00000050663,Metazoa_SRP,,
ENSMFAG00000055809,,,
ENSMFAG00000036079,PIK3IP1,PIK3IP1,ortholog_one2one
ENSMFAG00000060986,,,
ENSMFAG00000052043,Metazoa_SRP,,
ENSMFAG00000065128,Metazoa_SRP,,
ENSMFAG00000054555,,,
ENSMFAG00000052914,,,
ENSMFAG00000056023,,,
ENSMFAG00000034610,VAPB,VAPB,ortholog_one2one
ENSMFAG00000050067,,,
ENSMFAG00000053267,PRND,PRND,ortholog_one2one
ENSMFAG00000008152,U6,RNU6-375P,ortholog_one2one
ENSMFAG00000032224,SYN3,SYN3,ortholog_one2one
ENSMFAG00000001948,PDRG1,PDRG1,ortholog_one2one
ENSMFAG00000054282,,,
ENSMFAG00000049215,,,
ENSMFAG00000054783,,,
ENSMFAG00000063315,,,
ENSMFAG00000033480,GPRC5A,GPRC5A,ortholog_one2one
ENSMFAG00000059794,,DBI,ortholog_one2one
ENSMFAG00000055401,,,
ENSMFAG00000053363,,,
ENSMFAG00000001959,KLRF2,KLRF2,ortholog_one2one
ENSMFAG00000063437,,,
ENSMFAG00000049677,,,
ENSMFAG00000002647,PARP11,PARP11,ortholog_one2one
ENSMFAG00000062111,,,
ENSMFAG00000002091,XKR7,XKR7,ortholog_one2one
ENSMFAG00000050116,,,
ENSMFAG00000062930,,,
ENSMFAG00000007565,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000054098,,,
ENSMFAG00000048392,,,
ENSMFAG00000061560,Metazoa_SRP,RN7SL667P,ortholog_many2many
ENSMFAG00000061560,Metazoa_SRP,Metazoa_SRP,ortholog_many2many
ENSMFAG00000015820,Metazoa_SRP,RN7SL453P,ortholog_one2many
ENSMFAG00000015820,Metazoa_SRP,RN7SL248P,ortholog_one2many
ENSMFAG00000015820,Metazoa_SRP,RN7SL733P,ortholog_one2many
ENSMFAG00000059862,,,
ENSMFAG00000059380,,,
ENSMFAG00000054929,,,
ENSMFAG00000061115,,,
ENSMFAG00000060045,,,
ENSMFAG00000054392,,,
ENSMFAG00000052363,,,
ENSMFAG00000033575,PYGB,PYGB,ortholog_one2one
ENSMFAG00000002909,GPRC5D,GPRC5D,ortholog_one2one
ENSMFAG00000058094,Metazoa_SRP,,
ENSMFAG00000061913,TIMP3,TIMP3,ortholog_one2one
ENSMFAG00000029757,CCM2L,CCM2L,ortholog_one2one
ENSMFAG00000051332,,,
ENSMFAG00000017416,STK35,STK35,ortholog_one2one
ENSMFAG00000045792,,DRICH1,ortholog_one2many
ENSMFAG00000001247,,,
ENSMFAG00000039491,HEY1,HEY1,ortholog_one2one
ENSMFAG00000056435,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000048516,,,
ENSMFAG00000065257,,,
ENSMFAG00000034180,DLGAP2,DLGAP2,ortholog_one2one
ENSMFAG00000037825,PFKM,PFKM,ortholog_one2one
ENSMFAG00000006434,U6,RNU6-1128P,ortholog_one2one
ENSMFAG00000040152,,,
ENSMFAG00000005072,,,ortholog_one2one
ENSMFAG00000054672,,,
ENSMFAG00000065554,Metazoa_SRP,,
ENSMFAG00000050133,,,
ENSMFAG00000060002,,,
ENSMFAG00000062511,,,
ENSMFAG00000051001,,,
ENSMFAG00000031854,HEBP1,HEBP1,ortholog_one2one
ENSMFAG00000062608,U7,RNU7-85P,ortholog_one2one
ENSMFAG00000030936,PLA2G3,PLA2G3,ortholog_one2one
ENSMFAG00000064592,,,
ENSMFAG00000060725,,,
ENSMFAG00000063932,,,
ENSMFAG00000059850,PDYN,PDYN,ortholog_one2one
ENSMFAG00000043425,CLN8,CLN8,ortholog_one2one
ENSMFAG00000052645,,,
ENSMFAG00000049504,,,
ENSMFAG00000057020,MRPS28,MRPS28,ortholog_one2one
ENSMFAG00000054916,,,
ENSMFAG00000046355,CLEC2B,CLEC2B,ortholog_one2one
ENSMFAG00000051428,,,
ENSMFAG00000043717,,GLUD1,ortholog_one2many
ENSMFAG00000035912,HCK,HCK,ortholog_one2one
ENSMFAG00000058279,,,
ENSMFAG00000002376,LIMA1,LIMA1,ortholog_one2one
ENSMFAG00000047029,,DRICH1,ortholog_one2many
ENSMFAG00000040946,CCND2,CCND2,ortholog_one2one
ENSMFAG00000000118,FAM234B,FAM234B,ortholog_one2one
ENSMFAG00000032773,INPP5J,INPP5J,ortholog_one2one
ENSMFAG00000034376,STX16,STX16,ortholog_one2one
ENSMFAG00000037085,FBXO7,FBXO7,ortholog_one2one
ENSMFAG00000065541,Metazoa_SRP,,
ENSMFAG00000062450,,,
ENSMFAG00000063848,ZNF70,ZNF70,ortholog_one2one
ENSMFAG00000035018,,,
ENSMFAG00000042179,SIRPA,SIRPB1,ortholog_one2many
ENSMFAG00000064781,,,
ENSMFAG00000037312,VPREB3,VPREB3,ortholog_one2one
ENSMFAG00000050935,,,
ENSMFAG00000057038,Metazoa_SRP,,
ENSMFAG00000012038,KLRF1,KLRF1,ortholog_one2one
ENSMFAG00000002489,HDAC3,HDAC3,ortholog_one2one
ENSMFAG00000062407,,,
ENSMFAG00000014591,U6,RNU6-1093P,ortholog_one2one
ENSMFAG00000037176,PXDNL,PXDNL,ortholog_one2one
ENSMFAG00000000133,ENTPD6,ENTPD6,ortholog_one2one
ENSMFAG00000038035,TM9SF4,TM9SF4,ortholog_one2one
ENSMFAG00000064164,Metazoa_SRP,,
ENSMFAG00000038047,SELENOM,SELENOM,ortholog_one2one
ENSMFAG00000033915,C22orf15,C22orf15,ortholog_one2one
ENSMFAG00000034057,,RPS15,ortholog_one2one
ENSMFAG00000048766,Metazoa_SRP,,
ENSMFAG00000031313,FAM186A,FAM186A,ortholog_one2one
ENSMFAG00000041186,NPEPL1,NPEPL1,ortholog_one2one
ENSMFAG00000047299,FGF23,FGF23,ortholog_one2one
ENSMFAG00000025303,BPIFC,BPIFC,ortholog_one2one
ENSMFAG00000058314,Metazoa_SRP,,
ENSMFAG00000048077,,,
ENSMFAG00000060873,CD69,CD69,ortholog_one2one
ENSMFAG00000040582,CHCHD10,CHCHD10,ortholog_one2one
ENSMFAG00000064666,,,
ENSMFAG00000033304,RELL2,RELL2,ortholog_one2one
ENSMFAG00000052490,,,
ENSMFAG00000048131,,,
ENSMFAG00000041417,,FAM25A,ortholog_many2many
ENSMFAG00000041417,,FAM25G,ortholog_many2many
ENSMFAG00000041417,,FAM25C,ortholog_many2many
ENSMFAG00000052368,,,
ENSMFAG00000000677,,,
ENSMFAG00000039850,,,
ENSMFAG00000039190,,,
ENSMFAG00000061143,FGF6,FGF6,ortholog_one2one
ENSMFAG00000036510,,AGAP6,ortholog_one2many
ENSMFAG00000036510,,AGAP5,ortholog_one2many
ENSMFAG00000036510,,AGAP4,ortholog_one2many
ENSMFAG00000036510,,AGAP9,ortholog_one2many
ENSMFAG00000036374,MMP11,MMP11,ortholog_one2one
ENSMFAG00000065377,,,
ENSMFAG00000012533,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000018533,PLAGL2,PLAGL2,ortholog_one2one
ENSMFAG00000010891,,,
ENSMFAG00000034419,RTCB,RTCB,ortholog_one2one
ENSMFAG00000020389,Metazoa_SRP,RN7SL561P,ortholog_one2one
ENSMFAG00000048668,,,
ENSMFAG00000054423,Metazoa_SRP,,
ENSMFAG00000045824,CLEC2D,CLEC2D,ortholog_one2one
ENSMFAG00000033954,FCHSD1,FCHSD1,ortholog_one2one
ENSMFAG00000002179,ASB8,ASB8,ortholog_one2one
ENSMFAG00000040512,SMTN,SMTN,ortholog_one2one
ENSMFAG00000040790,SMARCB1,SMARCB1,ortholog_one2one
ENSMFAG00000046316,POFUT1,POFUT1,ortholog_one2one
ENSMFAG00000016956,ARHGEF10,ARHGEF10,ortholog_one2one
ENSMFAG00000043681,LARP4,LARP4,ortholog_one2one
ENSMFAG00000047104,,,
ENSMFAG00000004013,C12orf4,FERRY3,ortholog_one2one
ENSMFAG00000043885,VSX1,VSX1,ortholog_one2one
ENSMFAG00000001457,NAP1L1,NAP1L1,ortholog_one2one
ENSMFAG00000041144,ARHGAP21,ARHGAP21,ortholog_one2one
ENSMFAG00000058649,CCDC184,CCDC184,ortholog_one2one
ENSMFAG00000053048,H1-7,H1-7,ortholog_one2one
ENSMFAG00000034183,KIF3B,KIF3B,ortholog_one2one
ENSMFAG00000033655,DERL3,DERL3,ortholog_one2one
ENSMFAG00000058336,,,
ENSMFAG00000043316,,EMP1,ortholog_one2one
ENSMFAG00000042792,,ZNF641,ortholog_one2one
ENSMFAG00000064106,,,
ENSMFAG00000002504,ARAP3,ARAP3,ortholog_one2one
ENSMFAG00000053893,Metazoa_SRP,,
ENSMFAG00000047744,U6,RNU6-590P,ortholog_one2one
ENSMFAG00000034150,SLC5A4,SLC5A4,ortholog_one2one
ENSMFAG00000053053,,,
ENSMFAG00000061985,,,
ENSMFAG00000049934,,,
ENSMFAG00000006296,U6,RNU6-700P,ortholog_one2one
ENSMFAG00000049420,,,
ENSMFAG00000005557,PCMTD1,PCMTD1,ortholog_one2one
ENSMFAG00000003063,ACSS1,ACSS1,ortholog_one2one
ENSMFAG00000007024,GRIN2B,GRIN2B,ortholog_one2one
ENSMFAG00000050480,KLRB1,KLRB1,ortholog_one2one
ENSMFAG00000056116,,MIR3654,ortholog_one2many
ENSMFAG00000033883,BBS10,BBS10,ortholog_one2one
ENSMFAG00000055812,,,
ENSMFAG00000009708,Metazoa_SRP,RN7SL633P,ortholog_one2many
ENSMFAG00000009708,Metazoa_SRP,RN7SL400P,ortholog_one2many
ENSMFAG00000009708,Metazoa_SRP,RN7SL584P,ortholog_one2many
ENSMFAG00000031362,,C12orf54,ortholog_one2one
ENSMFAG00000063379,Metazoa_SRP,,
ENSMFAG00000058954,Metazoa_SRP,,
ENSMFAG00000029400,ASXL1,ASXL1,ortholog_one2one
ENSMFAG00000031798,,,
ENSMFAG00000063019,,,
ENSMFAG00000031797,DIP2B,DIP2B,ortholog_one2one
ENSMFAG00000064098,,,
ENSMFAG00000054975,Metazoa_SRP,Metazoa_SRP,ortholog_one2many
ENSMFAG00000061996,Metazoa_SRP,,
ENSMFAG00000006595,U6,RNU6-491P,ortholog_one2one
ENSMFAG00000043587,OR8S1,OR8S1,ortholog_one2one
ENSMFAG00000033103,APMAP,APMAP,ortholog_one2one
ENSMFAG00000053822,,,
ENSMFAG00000059997,,,
ENSMFAG00000047348,U6,RNU6-1257P,ortholog_one2one
ENSMFAG00000060517,OR5BS1P,OR5BS1,ortholog_one2one
ENSMFAG00000036321,OSBPL8,OSBPL8,ortholog_one2one
ENSMFAG00000003032,DYRK4,DYRK4,ortholog_one2one
ENSMFAG00000003193,CST7,CST7,ortholog_one2one
ENSMFAG00000003340,LALBA,LALBA,ortholog_one2one
ENSMFAG00000054782,Metazoa_SRP,,
ENSMFAG00000043532,MORC2,MORC2,ortholog_one2one
ENSMFAG00000060025,,,
ENSMFAG00000052900,,,
ENSMFAG00000000316,ST18,ST18,ortholog_one2one
ENSMFAG00000060533,,,
ENSMFAG00000050804,,,
ENSMFAG00000050216,,,
ENSMFAG00000052230,,,
ENSMFAG00000055630,,,
ENSMFAG00000061117,,,
ENSMFAG00000033398,,,
ENSMFAG00000057836,,,
ENSMFAG00000063550,,,
ENSMFAG00000058606,,,
ENSMFAG00000052498,SYNDIG1,SYNDIG1,ortholog_one2one
ENSMFAG00000035695,PCDH1,PCDH1,ortholog_one2one
ENSMFAG00000039042,KANSL2,KANSL2,ortholog_one2one
ENSMFAG00000008114,U1,RNU1-23P,ortholog_one2one
ENSMFAG00000045202,ATF7IP,ATF7IP,ortholog_one2one
ENSMFAG00000042493,CST5,CST5,ortholog_one2one
ENSMFAG00000048009,U6,RNU6-769P,ortholog_one2one
ENSMFAG00000007923,U6,RNU6-238P,ortholog_one2one
ENSMFAG00000052323,,,
ENSMFAG00000060260,,,
ENSMFAG00000044544,OSBP2,OSBP2,ortholog_one2one
ENSMFAG00000014067,Y_RNA,,
ENSMFAG00000058023,,,
ENSMFAG00000057937,,,
ENSMFAG00000062760,Metazoa_SRP,,
ENSMFAG00000047805,,,
ENSMFAG00000014031,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000049937,,,
ENSMFAG00000058154,,,
ENSMFAG00000045303,CST9L,CST9L,ortholog_one2one
ENSMFAG00000005484,SNORD22,SNORD22,ortholog_one2many
ENSMFAG00000047389,,,
ENSMFAG00000058887,Metazoa_SRP,RN7SL204P,ortholog_one2one
ENSMFAG00000063951,,,
ENSMFAG00000049074,,,
ENSMFAG00000009592,SNORA2C,SNORA2C,ortholog_one2one
ENSMFAG00000060339,,,
ENSMFAG00000000109,ATF1,ATF1,ortholog_one2one
ENSMFAG00000038591,NOL4L,NOL4L,ortholog_one2one
ENSMFAG00000009639,SNORA2A,SNORA2A,ortholog_one2one
ENSMFAG00000034161,,TPM3,ortholog_one2many
ENSMFAG00000009675,SNORA2B,SNORA2B,ortholog_one2one
ENSMFAG00000056960,Metazoa_SRP,,
ENSMFAG00000040008,DELE1,DELE1,ortholog_one2one
ENSMFAG00000002225,,CST9,ortholog_one2many
ENSMFAG00000050954,,,
ENSMFAG00000013734,Metazoa_SRP,RN7SL519P,ortholog_one2one
ENSMFAG00000038761,,,
ENSMFAG00000063812,Metazoa_SRP,,
ENSMFAG00000020811,,,
ENSMFAG00000039843,PRTFDC1,PRTFDC1,ortholog_one2one
ENSMFAG00000051573,,,
ENSMFAG00000015375,TMPRSS12,TMPRSS12,ortholog_one2one
ENSMFAG00000048844,,,
ENSMFAG00000042288,ZDHHC17,ZDHHC17,ortholog_one2one
ENSMFAG00000032358,,CST2,ortholog_many2many
ENSMFAG00000032358,,CST4,ortholog_many2many
ENSMFAG00000032358,,CST1,ortholog_many2many
ENSMFAG00000064530,,,
ENSMFAG00000053149,,,
ENSMFAG00000033133,,,
ENSMFAG00000065526,,,
ENSMFAG00000052974,,,
ENSMFAG00000031547,TMT1A,TMT1A,ortholog_one2one
ENSMFAG00000042457,CCNT1,CCNT1,ortholog_one2one
ENSMFAG00000054839,,,
ENSMFAG00000057889,,,
ENSMFAG00000023989,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000044072,ALKAL1,ALKAL1,ortholog_one2one
ENSMFAG00000053589,DUSP18,DUSP18,ortholog_one2one
ENSMFAG00000043224,AKAP3,AKAP3,ortholog_one2one
ENSMFAG00000004051,HIGD1C,HIGD1C,ortholog_one2one
ENSMFAG00000062094,CST3,CST3,ortholog_one2one
ENSMFAG00000056206,,,
ENSMFAG00000061799,,,
ENSMFAG00000033265,MYOM2,MYOM2,ortholog_one2one
ENSMFAG00000063072,,,
ENSMFAG00000033853,CSRP2,CSRP2,ortholog_one2one
ENSMFAG00000046209,TCN2,TCN2,ortholog_one2one
ENSMFAG00000041881,SPMIP11,SPMIP11,ortholog_one2one
ENSMFAG00000035448,,,
ENSMFAG00000060208,Metazoa_SRP,,
ENSMFAG00000001311,,CST2,ortholog_many2many
ENSMFAG00000001311,,CST4,ortholog_many2many
ENSMFAG00000001311,,CST1,ortholog_many2many
ENSMFAG00000051180,Metazoa_SRP,,
ENSMFAG00000003027,ENKUR,ENKUR,ortholog_one2one
ENSMFAG00000056554,,,
ENSMFAG00000063893,C20orf203,C20orf203,ortholog_one2one
ENSMFAG00000020572,PLCE1,PLCE1,ortholog_one2one
ENSMFAG00000043122,NDUFA9,NDUFA9,ortholog_one2one
ENSMFAG00000060065,SLC35E4,SLC35E4,ortholog_one2one
ENSMFAG00000051852,,CST9,ortholog_one2many
ENSMFAG00000043777,,,
ENSMFAG00000000355,E2F7,E2F7,ortholog_one2one
ENSMFAG00000049631,,,
ENSMFAG00000055858,,,
ENSMFAG00000059720,,,
ENSMFAG00000060317,,,
ENSMFAG00000057684,,,
ENSMFAG00000053293,Metazoa_SRP,,
ENSMFAG00000044708,PES1,PES1,ortholog_one2one
ENSMFAG00000040751,XPNPEP3,XPNPEP3,ortholog_one2one
ENSMFAG00000039058,ADCY6,ADCY6,ortholog_one2one
ENSMFAG00000064373,,,
ENSMFAG00000061186,,,
ENSMFAG00000036964,GALNT8,GALNT8,ortholog_one2one
ENSMFAG00000061679,,,
ENSMFAG00000037858,PLBD1,PLBD1,ortholog_one2one
ENSMFAG00000055568,Metazoa_SRP,,
ENSMFAG00000041599,COMMD7,COMMD7,ortholog_one2one
ENSMFAG00000047749,,,
ENSMFAG00000001661,RB1CC1,RB1CC1,ortholog_one2one
ENSMFAG00000033001,CST8,CST8,ortholog_one2one
ENSMFAG00000003818,SLC11A2,SLC11A2,ortholog_one2one
ENSMFAG00000050617,Metazoa_SRP,,
ENSMFAG00000065572,,,
ENSMFAG00000030355,GAL3ST1,GAL3ST1,ortholog_one2one
ENSMFAG00000064275,THNSL1,THNSL1,ortholog_one2one
ENSMFAG00000023617,,,
ENSMFAG00000060207,,,
ENSMFAG00000065236,,,
ENSMFAG00000032810,,,
ENSMFAG00000050690,,KCNA6,ortholog_one2one
ENSMFAG00000059233,,,
ENSMFAG00000050847,,,
ENSMFAG00000063968,U6,RNU6-379P,ortholog_one2one
ENSMFAG00000011690,U7,,
ENSMFAG00000049540,,,
ENSMFAG00000009420,Metazoa_SRP,Metazoa_SRP,ortholog_one2one
ENSMFAG00000027484,KCNA1,KCNA1,ortholog_one2one
ENSMFAG00000049789,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000065394,,,
ENSMFAG00000064913,,,
ENSMFAG00000042015,GPR158,GPR158,ortholog_one2one
ENSMFAG00000051541,DNAJB7,DNAJB7,ortholog_one2one
ENSMFAG00000027824,,,
ENSMFAG00000058919,,,
ENSMFAG00000002320,GUCY2C,GUCY2C,ortholog_one2one
ENSMFAG00000012246,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000038093,CST11,CST11,ortholog_one2one
ENSMFAG00000057663,,,
ENSMFAG00000049170,,,
ENSMFAG00000064081,,,
ENSMFAG00000036440,SEC14L4,SEC14L4,ortholog_one2one
ENSMFAG00000053942,,,
ENSMFAG00000050206,,,
ENSMFAG00000054448,,,
ENSMFAG00000054590,Metazoa_SRP,,
ENSMFAG00000057818,CSTL1,CSTL1,ortholog_one2one
ENSMFAG00000052893,,,
ENSMFAG00000058405,,,
ENSMFAG00000059301,,,
ENSMFAG00000020133,U6,RNU6-632P,ortholog_one2one
ENSMFAG00000051562,,,
ENSMFAG00000065406,,CSMD1,ortholog_one2one
ENSMFAG00000063177,,,
ENSMFAG00000060109,,,
ENSMFAG00000058180,,,
ENSMFAG00000035459,,,
ENSMFAG00000051654,,,
ENSMFAG00000047362,,,
ENSMFAG00000063852,U7,,
ENSMFAG00000051283,,,
ENSMFAG00000036700,PZP,PZP,ortholog_one2one
ENSMFAG00000012865,NAPB,NAPB,ortholog_one2one
ENSMFAG00000050838,Metazoa_SRP,,
ENSMFAG00000029473,NTF3,NTF3,ortholog_one2one
ENSMFAG00000005038,U6,RNU6-87P,ortholog_one2one
ENSMFAG00000041712,CACNB3,CACNB3,ortholog_one2one
ENSMFAG00000051494,U6,RNU6-1273P,ortholog_one2one
ENSMFAG00000040667,MYO3A,MYO3A,ortholog_one2one
ENSMFAG00000060261,H2AJ,H2AJ,ortholog_one2one
ENSMFAG00000043655,SEC14L3,SEC14L3,ortholog_one2one
ENSMFAG00000003763,SETD3,SETD3,ortholog_one2one
ENSMFAG00000035880,WBP11,WBP11,ortholog_one2one
ENSMFAG00000058516,,,
ENSMFAG00000035824,LETMD1,LETMD1,ortholog_one2one
ENSMFAG00000052865,,,
ENSMFAG00000040709,Y_RNA,,
ENSMFAG00000058282,U6,RNU6-91P,ortholog_one2one
ENSMFAG00000042964,SLC25A17,SLC25A17,ortholog_one2one
ENSMFAG00000006218,,,
ENSMFAG00000058465,U6,RNU6-657P,ortholog_one2one
ENSMFAG00000047944,,,
ENSMFAG00000042408,GZF1,GZF1,ortholog_one2one
ENSMFAG00000058977,Metazoa_SRP,,
ENSMFAG00000062740,,,
ENSMFAG00000039827,,,
ENSMFAG00000032429,NOC3L,NOC3L,ortholog_one2one
ENSMFAG00000031730,CCNK,CCNK,ortholog_one2one
ENSMFAG00000016105,,,
ENSMFAG00000050948,,,
ENSMFAG00000049189,,,
ENSMFAG00000055063,,,
ENSMFAG00000041857,OPRK1,OPRK1,ortholog_one2one
ENSMFAG00000049897,,,
ENSMFAG00000055485,Metazoa_SRP,,
ENSMFAG00000042664,GAD2,GAD2,ortholog_one2one
ENSMFAG00000057928,Metazoa_SRP,,
ENSMFAG00000047430,,,
ENSMFAG00000065310,NXT1,NXT1,ortholog_one2one
ENSMFAG00000059803,,,
ENSMFAG00000038961,SMCO3,SMCO3,ortholog_one2one
ENSMFAG00000034776,,,
ENSMFAG00000040834,DNMT3B,DNMT3B,ortholog_one2one
ENSMFAG00000038666,DDX23,DDX23,ortholog_one2one
ENSMFAG00000055934,,,
ENSMFAG00000058903,,,
ENSMFAG00000045036,ANO2,ANO2,ortholog_one2one
ENSMFAG00000051129,,,
ENSMFAG00000055362,,,
ENSMFAG00000026040,,PPIA,ortholog_one2many
ENSMFAG00000045038,ART4,ART4,ortholog_one2one
ENSMFAG00000061964,CSRNP2,CSRNP2,ortholog_one2one
ENSMFAG00000056998,,,
ENSMFAG00000031571,,CCDC85C,ortholog_one2one
ENSMFAG00000050625,,,
ENSMFAG00000032985,ATP6V1H,ATP6V1H,ortholog_one2one
ENSMFAG00000045345,MCHR1,MCHR1,ortholog_one2one
ENSMFAG00000033640,MTFP1,MTFP1,ortholog_one2one
ENSMFAG00000058965,,,
ENSMFAG00000052114,RND1,RND1,ortholog_one2one
ENSMFAG00000064554,,,
ENSMFAG00000064997,,,
ENSMFAG00000043644,CD93,CD93,ortholog_one2one
ENSMFAG00000049307,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000057236,Metazoa_SRP,,
ENSMFAG00000056022,,,
ENSMFAG00000003266,MGP,MGP,ortholog_one2one
ENSMFAG00000055059,,,
ENSMFAG00000058876,,,
ENSMFAG00000051263,,,
ENSMFAG00000044289,NAV3,NAV3,ortholog_one2one
ENSMFAG00000063702,,,
ENSMFAG00000045798,,,
ENSMFAG00000065090,,,
ENSMFAG00000052526,Metazoa_SRP,,
ENSMFAG00000047499,,,
ENSMFAG00000003591,KLRG1,KLRG1,ortholog_one2one
ENSMFAG00000062355,,,
ENSMFAG00000052075,Metazoa_SRP,,
ENSMFAG00000017458,SSTR4,SSTR4,ortholog_one2one
ENSMFAG00000061968,,,
ENSMFAG00000036853,RNF215,RNF215,ortholog_one2one
ENSMFAG00000058773,,,
ENSMFAG00000064802,,,
ENSMFAG00000040353,ARHGDIB,ARHGDIB,ortholog_one2one
ENSMFAG00000002003,TFCP2,TFCP2,ortholog_one2one
ENSMFAG00000000659,CCDC65,CCDC65,ortholog_one2one
ENSMFAG00000041439,,,
ENSMFAG00000047214,FOXA2,FOXA2,ortholog_one2one
ENSMFAG00000003259,M6PR,M6PR,ortholog_one2one
ENSMFAG00000050232,Metazoa_SRP,,
ENSMFAG00000000450,ERP27,ERP27,ortholog_one2one
ENSMFAG00000062571,,,
ENSMFAG00000031333,RGS20,RGS20,ortholog_one2one
ENSMFAG00000050099,,,
ENSMFAG00000004591,U6,RNU6-199P,ortholog_one2one
ENSMFAG00000062360,,,
ENSMFAG00000044053,HELLS,HELLS,ortholog_one2one
ENSMFAG00000039015,PDE6H,PDE6H,ortholog_one2one
ENSMFAG00000057184,,,
ENSMFAG00000046410,MRTFA,MRTFA,ortholog_one2one
ENSMFAG00000015085,U6,RNU6-1331P,ortholog_one2one
ENSMFAG00000044592,APBB1IP,APBB1IP,ortholog_one2one
ENSMFAG00000044336,POU6F1,POU6F1,ortholog_one2one
ENSMFAG00000041631,RERG,RERG,ortholog_one2one
ENSMFAG00000044435,PAX1,PAX1,ortholog_one2one
ENSMFAG00000034428,SEC14L2,SEC14L2,ortholog_one2one
ENSMFAG00000002756,CYP46A1,CYP46A1,ortholog_one2one
ENSMFAG00000036847,ARF3,ARF3,ortholog_one2one
ENSMFAG00000047933,,,
ENSMFAG00000052353,,,
ENSMFAG00000061332,,,
ENSMFAG00000049483,,,
ENSMFAG00000044462,NKX2-2,NKX2-2,ortholog_one2one
