gene_name	human_ensembl_id	pLI	oe_lof_upper	mis_z	oe_lof	oe_mis
LSM1	ENSG00000175324	0.011027	1.206	1.0017	0.52829	0.66757
MMP9	ENSG00000100985	1.8869e-17	1.206	0.41499	0.87932	0.94436
TBC1D17	ENSG00000104946	8.038699999999999e-21	1.206	0.15201	0.90213	0.97889
OR51I2	ENSG00000187918	0.036748	1.206	-1.4951	0.46868	1.3178
HYPK	ENSG00000242028	0.036644	1.207	0.74249	0.46916	0.76588
C8orf47	ENSG00000177459	1.8356e-05	1.207	-0.15497	0.69201	1.0314
MPPE1	ENSG00000154889	1.2197e-09	1.207	0.3523	0.79446	0.93389
NME1	ENSG00000239672	0.0031764	1.207	0.53669	0.57482	0.85445
SLC27A5	ENSG00000083807	8.3678e-15	1.207	0.39878	0.85843	0.94551
HIST2H2BE	ENSG00000184678	0.54518	1.207	1.2506	0.0	0.58833
ZSWIM7	ENSG00000214941	0.00089609	1.207	0.33083	0.61218	0.89255
ZSCAN22	ENSG00000182318	8.2509e-08	1.208	0.21933	0.7597	0.96391
LAIR1	ENSG00000167613	3.2563e-07	1.208	-0.31357	0.74568	1.0678
RAB39A	ENSG00000179331	0.00089193	1.208	1.138	0.61279	0.70634
A1BG	ENSG00000121410	4.9917e-09	1.208	-0.08613	0.78457	1.0141
PCDHGA6	ENSG00000253731	8.2779e-15	1.208	-0.69148	0.85881	1.0819
DCDC2B	ENSG00000222046	2.0422e-08	1.208	-0.19392	0.77285	1.0392
C10orf90	ENSG00000154493	8.315e-15	1.208	-0.44849	0.85865	1.0626
VSTM2B	ENSG00000187135	0.0031624	1.208	-0.13563	0.57545	1.033
MFSD6L	ENSG00000185156	2.0172e-08	1.209	-0.21685	0.77363	1.0331
LIPH	ENSG00000163898	6.5309e-11	1.209	0.74012	0.81513	0.86623
NTN3	ENSG00000162068	3.2291e-07	1.209	0.28322	0.74632	0.95451
POP4	ENSG00000105171	1.8179e-05	1.209	0.13152	0.69298	0.96794
ZNF808	ENSG00000198482	0.28866	1.209	-0.96235	0.25965	1.1236
PID1	ENSG00000153823	0.003148	1.209	0.26859	0.57611	0.9377
TRH	ENSG00000170893	0.00089084	1.209	-0.22803	0.61295	1.0534
KCNJ11	ENSG00000187486	0.010894	1.21	1.647	0.53021	0.71303
KCTD4	ENSG00000180332	0.0031378	1.21	0.78217	0.57658	0.80945
RECQL4	ENSG00000160957	3.3132e-35	1.21	-4.2213	0.96466	1.4341
TIGD6	ENSG00000164296	4.7979e-06	1.21	-0.31724	0.71331	1.0537
MOSPD3	ENSG00000106330	0.00024549	1.21	0.43751	0.64473	0.8995
PNKP	ENSG00000039650	3.662e-14	1.21	-1.3076	0.85371	1.2065
GLB1L3	ENSG00000166105	6.7255e-23	1.21	-0.042449	0.91623	1.0063
ZNF852	ENSG00000178917	4.8955e-09	1.21	0.0023566	0.78571	0.99961
GRK7	ENSG00000114124	1.9791e-08	1.211	0.96416	0.77483	0.85239
ITIH5	ENSG00000123243	7.095199999999999e-21	1.211	0.13608	0.90553	0.98393
SRL	ENSG00000185739	8.0004e-08	1.211	0.47261	0.76183	0.92129
IFNAR1	ENSG00000142166	3.2501e-12	1.211	0.36136	0.83367	0.94
NDUFV1	ENSG00000167792	6.3562e-11	1.211	0.2822	0.81641	0.95374
OR52N1	ENSG00000181001	0.1118	1.211	-0.54239	0.3882	1.117
MFSD2B	ENSG00000205639	6.3325e-11	1.211	0.22636	0.81658	0.96225
CCL21	ENSG00000137077	0.036239	1.212	0.11765	0.47109	0.96199
MX1	ENSG00000157601	3.4206e-18	1.212	0.31941	0.88915	0.95465
FAM180B	ENSG00000196666	0.00087865	1.212	0.9908	0.61477	0.75081
SUPT4H1	ENSG00000213246	0.0008774	1.212	1.2459	0.61496	0.5822
OR51H1P	ENSG00000176904	0.1117	1.212	-0.006172	0.38838	1.0013
MYOZ1	ENSG00000177791	1.7902e-05	1.212	0.045043	0.69452	0.99033
RADIL	ENSG00000157927	6.2671e-23	1.212	-0.96625	0.91805	1.1068
LCN8	ENSG00000204001	0.00087637	1.213	0.018991	0.61512	0.9947
KLRD1	ENSG00000134539	0.0008747	1.213	0.42968	0.61537	0.87437
MOB3C	ENSG00000142961	1.7788e-05	1.213	0.63806	0.69516	0.87109
NOB1	ENSG00000141101	1.1349e-09	1.213	-0.60682	0.79836	1.1056
TMEM231	ENSG00000205084	3.1399e-07	1.213	-0.41071	0.74844	1.0849
PBK	ENSG00000168078	1.2188e-06	1.213	0.66262	0.73316	0.85575
EXOSC3	ENSG00000107371	0.00024296	1.213	-0.22399	0.64599	1.0508
RRNAD1	ENSG00000143303	1.403e-11	1.213	0.38612	0.82668	0.93544
TCEAL8	ENSG00000180964	0.54338	1.213	0.35945	0.0	0.85234
ARMC7	ENSG00000125449	0.036089	1.214	-0.087501	0.47181	1.0219
ANKMY1	ENSG00000144504	2.6293e-24	1.214	-0.25719	0.92588	1.0303
MXD3	ENSG00000213347	0.0030954	1.214	0.19445	0.57854	0.95128
RASL12	ENSG00000103710	0.00087102	1.214	0.63167	0.61593	0.85679
ODF4	ENSG00000184650	0.010768	1.214	0.92726	0.53205	0.78024
LIPJ	ENSG00000204022	7.8196e-08	1.214	0.19845	0.76341	0.95795
BTN2A2	ENSG00000124508	1.3821e-11	1.214	-0.038965	0.82735	1.0064
GUCA2A	ENSG00000197273	0.28692	1.214	-1.0715	0.26098	1.3823
CMKLR1	ENSG00000174600	0.010767	1.214	0.53551	0.53206	0.89873
PAAF1	ENSG00000175575	6.0412e-11	1.214	0.92518	0.8188	0.82207
DEGS2	ENSG00000168350	0.0002409	1.214	1.2725	0.64702	0.75349
SERPINF1	ENSG00000132386	7.8044e-08	1.214	-0.91058	0.76355	1.1669
GNPTG	ENSG00000090581	4.6332e-09	1.215	-2.0636	0.78892	1.4378
C17orf105	ENSG00000231256	0.0030854	1.215	1.046	0.57901	0.69358
POLQ	ENSG00000051341	1.3078999999999999e-82	1.215	0.75086	1.0451	0.94197
CDT1	ENSG00000167513	2.5825e-10	1.215	-1.8982	0.81006	1.291
DRGX	ENSG00000165606	0.00023988	1.215	0.21645	0.64753	0.95149
FGGY	ENSG00000172456	3.1851e-18	1.215	-0.11646	0.89132	1.0182
TMEM54	ENSG00000121900	0.0030921	1.215	0.74325	0.5787	0.82306
FBXO16	ENSG00000214050	4.6108e-09	1.215	-0.26431	0.78921	1.0589
IP6K3	ENSG00000161896	3.0854e-07	1.215	0.33954	0.74976	0.93971
WRB	ENSG00000182093	0.00086766	1.215	0.61781	0.61644	0.82837
PARM1	ENSG00000169116	0.000869	1.215	0.073789	0.61623	0.98382
SAMD3	ENSG00000164483	1.5324e-15	1.215	0.11268	0.87023	0.98056
CCDC66	ENSG00000180376	5.6053e-36	1.215	-1.0382	0.9703	1.136
FSHR	ENSG00000170820	1.3689e-11	1.215	-0.79874	0.82778	1.1187
RNH1	ENSG00000023191	2.5541e-10	1.216	-0.090544	0.81061	1.0152
TDRD6	ENSG00000180113	5.4437000000000004e-45	1.216	-2.284	0.99379	1.1947
BEX1	ENSG00000133169	0.54273	1.216	0.37397	0.0	0.85027
GOLGA8N	ENSG00000232653	0.28645	1.216	-0.19428	0.26135	1.1049
FOXL1	ENSG00000176678	0.035865	1.216	-0.28132	0.47289	1.0577
NAGK	ENSG00000124357	4.5517e-09	1.216	-0.43431	0.78996	1.0819
OR10Z1	ENSG00000198967	0.11093	1.216	-1.5383	0.38973	1.3438
CHMP2B	ENSG00000083937	4.6203e-06	1.216	0.33911	0.71675	0.91029
AIMP1	ENSG00000164022	3.0411e-07	1.216	-0.20677	0.75086	1.0441
ZNF829	ENSG00000185869	5.8965e-11	1.216	1.0316	0.81995	0.82214
GRAP	ENSG00000154016	0.11064	1.217	1.1386	0.39024	0.63518
PLSCR2	ENSG00000163746	1.1863e-06	1.217	0.87745	0.7354	0.80219
HS1BP3	ENSG00000118960	1.1873e-06	1.217	0.1858	0.73533	0.96559
CEACAM6	ENSG00000086548	1.1884e-06	1.217	-0.1875	0.73525	1.0382
PDLIM3	ENSG00000154553	3.032e-07	1.217	-0.022269	0.75109	1.0042
DPH7	ENSG00000148399	1.8603e-08	1.217	0.00072464	0.77876	0.99987
PPFIBP2	ENSG00000166387	6.004e-34	1.217	-1.1207	0.96569	1.1422
IRG1	ENSG00000102794	4.5659e-06	1.217	1.575	0.71784	0.72356
STRA13	ENSG00000169689	0.11069	1.217	0.085333	0.39016	0.96558
GNG3	ENSG00000162188	0.54217	1.218	1.1607	0.0	0.51948
RP11-433C9.2	ENSG00000224153	0.035697	1.218	0.7558	0.47372	0.79753
RP11-477N12.3	ENSG00000214978	0.00023666	1.218	0.94515	0.64917	0.79842
DGAT1	ENSG00000185000	1.4082e-17	1.218	1.0432	0.88841	0.82391
TMEM244	ENSG00000203756	0.010646	1.218	-0.37467	0.53385	1.1322
PLA2G2C	ENSG00000187980	0.035718	1.218	-0.033935	0.47361	1.0107
ASB2	ENSG00000100628	6.774e-15	1.218	0.3913	0.86589	0.94584
C1QL2	ENSG00000144119	0.035707	1.218	1.6515	0.47367	0.62501
RAD51D	ENSG00000185379	1.0631e-09	1.218	-0.11243	0.80189	1.0227
LRRC23	ENSG00000010626	1.8429e-08	1.218	0.25338	0.77936	0.94768
CCDC81	ENSG00000149201	5.0855e-23	1.219	0.4259	0.92346	0.93588
MAP6D1	ENSG00000180834	0.11028	1.219	-0.17471	0.39089	1.0661
CD3G	ENSG00000160654	1.712e-05	1.219	0.076533	0.699	0.97743
EFS	ENSG00000100842	1.8222e-08	1.219	0.38498	0.78007	0.93908
MLF1	ENSG00000178053	4.3955e-09	1.219	0.58694	0.792	0.86477
ZNF71	ENSG00000197951	1.835e-08	1.219	0.69283	0.77963	0.89491
PGAM5	ENSG00000247077	6.4116e-05	1.219	0.96415	0.67596	0.78722
TMPPE	ENSG00000188167	0.0008517	1.22	1.0799	0.61891	0.81725
LRRIQ3	ENSG00000162620	1.374e-13	1.22	-0.8237	0.85439	1.1367
LTK	ENSG00000062524	9.285999999999999e-26	1.22	-0.49038	0.93716	1.0642
RP11-162P23.2	ENSG00000257767	4.4737e-06	1.22	0.52798	0.7197	0.88791
SPRY1	ENSG00000164056	0.0030398	1.22	-0.95041	0.58118	1.2078
ZNF480	ENSG00000198464	0.03557	1.22	0.3502	0.47434	0.94116
UGT2B4	ENSG00000156096	4.3777e-09	1.22	-1.1521	0.79224	1.1948
ZNF692	ENSG00000171163	1.2582e-11	1.22	0.84644	0.83153	0.86205
SKA1	ENSG00000154839	1.7022e-05	1.22	1.0155	0.69958	0.74666
BCAT2	ENSG00000105552	2.826e-12	1.22	0.98155	0.83956	0.82402
PCOLCE2	ENSG00000163710	5.4571e-11	1.221	0.58654	0.82361	0.89312
HEMGN	ENSG00000136929	1.0292e-09	1.221	0.23675	0.80365	0.95693
MRPL53	ENSG00000204822	0.28485	1.221	-0.64307	0.26259	1.2137
ADRA2B	ENSG00000222040	4.4533e-06	1.221	0.36561	0.72012	0.93932
LDHD	ENSG00000166816	1.3494e-13	1.221	0.4344	0.85508	0.93435
CD300A	ENSG00000167851	1.1537e-06	1.221	0.22875	0.73772	0.94993
KLHL30	ENSG00000168427	5.4481e-11	1.221	0.50669	0.82368	0.92496
ZNF789	ENSG00000198556	2.9215e-07	1.221	0.48277	0.7539	0.91075
UPK3B	ENSG00000243566	0.00023426	1.221	0.1928	0.65041	0.96004
KRT39	ENSG00000196859	6.2024e-13	1.221	0.16012	0.84758	0.9726
RP11-1012A1.4	ENSG00000258466	0.28468	1.221	0.26775	0.26272	0.89268
C6orf15	ENSG00000204542	0.010531	1.222	1.1186	0.53558	0.77389
HHLA1	ENSG00000132297	2.9066e-14	1.222	0.70511	0.86221	0.88146
ZDHHC13	ENSG00000177054	1.1955000000000002e-19	1.222	0.75216	0.90551	0.87617
NUTM2F	ENSG00000130950	4.2727e-09	1.222	-0.4078	0.79366	1.0586
VEPH1	ENSG00000197415	2.296e-22	1.222	-0.21309	0.92145	1.0288
NANOS1	ENSG00000188613	0.54106	1.222	1.1971	0.0	0.62939
PANX2	ENSG00000073150	4.4188e-06	1.222	3.3492	0.72083	0.54782
KIAA0391	ENSG00000100890	1.3271e-13	1.222	0.77748	0.85572	0.87542
AKAP7	ENSG00000118507	2.8942e-07	1.222	0.16814	0.75461	0.96373
GAB4	ENSG00000215568	2.344e-10	1.222	-0.96447	0.81494	1.149
SLC25A39	ENSG00000013306	5.3953e-11	1.222	0.29564	0.82415	0.94447
SCFD2	ENSG00000184178	6.0175e-13	1.222	0.21638	0.8488	0.96859
LUZP2	ENSG00000187398	2.3478e-10	1.222	0.02958	0.81486	0.99356
ODF2L	ENSG00000122417	5.673100000000001e-19	1.222	-0.2036	0.90112	1.0343
ACTA1	ENSG00000143632	1.1385e-06	1.223	4.5292	0.73882	0.21085
OVCH1	ENSG00000187950	3.9431999999999996e-36	1.223	0.38273	0.97695	0.95484
CHRFAM7A	ENSG00000166664	0.00023228	1.223	0.58516	0.65144	0.85361
C12orf40	ENSG00000180116	1.2906e-13	1.223	-0.36802	0.8568	1.058
MFRP	ENSG00000235718	1.3093e-15	1.223	-1.4658	0.87564	1.2305
TFPI2	ENSG00000105825	0.00084274	1.223	-0.14528	0.62032	1.0352
CEP89	ENSG00000121289	8.350399999999999e-26	1.223	0.47493	0.93973	0.93498
NFAM1	ENSG00000235568	6.2864e-05	1.223	0.26623	0.67815	0.93865
SPAG6	ENSG00000077327	1.298e-13	1.223	0.74273	0.85658	0.87339
SCG5	ENSG00000166922	6.2865e-05	1.223	0.61322	0.67814	0.83947
EFCAB11	ENSG00000140025	0.00023166	1.223	-0.43966	0.65177	1.1323
AK2	ENSG00000004455	6.2706e-05	1.223	0.071844	0.67842	0.98262
CTC-454I21.3	ENSG00000267360	0.10952	1.223	-0.0077584	0.39225	1.0031
GKN2	ENSG00000183607	0.00023223	1.223	-0.64497	0.65147	1.1833
TMEM79	ENSG00000163472	4.3888e-06	1.223	-0.41592	0.72145	1.0747
C12orf45	ENSG00000151131	0.010456	1.224	0.0082071	0.53673	0.99767
CATSPER2	ENSG00000166762	5.8613e-17	1.224	-0.74986	0.88723	1.1249
CLDN10	ENSG00000134873	0.00083876	1.224	0.53617	0.62095	0.86832
PIWIL3	ENSG00000184571	5.3547e-32	1.224	-0.013357	0.96436	1.0017
SLC13A1	ENSG00000081800	1.2291e-17	1.224	0.50288	0.89269	0.92067
SEC22C	ENSG00000093183	2.8553e-07	1.224	0.83671	0.75564	0.81806
GTPBP3	ENSG00000130299	4.1886e-09	1.224	-0.010804	0.79482	1.0016
PRSS38	ENSG00000185888	6.2675e-05	1.224	-0.079499	0.67848	1.0158
KCNA10	ENSG00000143105	0.00083822	1.224	-0.82217	0.62104	1.1364
TAPBPL	ENSG00000139192	2.3058e-10	1.224	0.77856	0.81577	0.86586
PLEKHG4B	ENSG00000153404	1.0827e-32	1.224	-0.27066	0.9669	1.028
NEK11	ENSG00000114670	1.0373999999999998e-21	1.224	-0.2798	0.9193	1.0428
GPR115	ENSG00000153294	2.7656e-14	1.224	-0.56775	0.86406	1.0827
OBFC1	ENSG00000107960	2.295e-10	1.224	0.38785	0.81601	0.92311
HAND1	ENSG00000113196	0.10914	1.225	-0.28366	0.39294	1.0717
DUSP26	ENSG00000133878	0.00023011	1.225	1.2105	0.65259	0.72048
GBP1	ENSG00000117228	1.2564e-15	1.225	-0.45159	0.87707	1.0716
C1QTNF2	ENSG00000145861	0.00083478	1.225	-0.18172	0.62159	1.0363
SLC12A8	ENSG00000221955	5.3107e-19	1.225	-0.30609	0.9031	1.0425
MCUR1	ENSG00000050393	1.1206e-06	1.225	-0.23685	0.74015	1.0559
SLC7A4	ENSG00000099960	2.8317e-07	1.225	0.072494	0.75626	0.98976
FAXDC2	ENSG00000170271	1.7164e-08	1.225	0.59599	0.78387	0.87663
SBDS	ENSG00000126524	6.2076e-05	1.225	0.59266	0.67954	0.85434
GJC2	ENSG00000198835	0.010438	1.225	1.8719	0.53701	0.67175
SGOL1	ENSG00000129810	2.5902e-12	1.225	-0.57728	0.84325	1.0974
CLN5	ENSG00000102805	1.7111e-08	1.226	-0.12335	0.78407	1.0234
EPX	ENSG00000121053	2.2664e-20	1.226	-0.95676	0.91266	1.1275
LEPRE1	ENSG00000117385	2.2869e-20	1.226	0.75493	0.91241	0.90044
MYF5	ENSG00000111049	0.00022918	1.226	-0.28275	0.65308	1.0639
PLB1	ENSG00000163803	1.7314999999999999e-72	1.226	-0.58849	1.044	1.0579
ZNF154	ENSG00000179909	2.8224e-07	1.226	-0.24853	0.75651	1.0463
NAA11	ENSG00000156269	0.010415	1.226	0.23581	0.53736	0.94449
SYTL3	ENSG00000164674	2.2377e-20	1.226	-0.37097	0.91303	1.0561
STARD5	ENSG00000172345	6.1762e-05	1.226	0.58236	0.68011	0.849
ZNF19	ENSG00000157429	4.3113e-06	1.226	-0.12539	0.72309	1.0226
CCDC153	ENSG00000248712	1.6504e-05	1.226	0.58234	0.7027	0.853
PTPRCAP	ENSG00000213402	0.54001	1.226	0.29872	0.0	0.92555
TTLL3	ENSG00000214021	1.0765000000000001e-19	1.226	-0.056531	0.90858	1.0071
WDR49	ENSG00000174776	1.0465000000000001e-19	1.227	-0.43881	0.90941	1.0661
GPR110	ENSG00000153292	2.0011e-22	1.227	-0.31922	0.92513	1.0409
AANAT	ENSG00000129673	0.002969	1.227	0.090903	0.58463	0.9796
TTC23L	ENSG00000205838	5.0245e-11	1.227	0.56646	0.82752	0.88336
SLC27A1	ENSG00000130304	2.5752e-16	1.227	0.56028	0.88411	0.92475
ANKRD7	ENSG00000106013	4.2975e-06	1.227	0.97084	0.72338	0.76054
HOXA5	ENSG00000106004	0.0029693	1.227	0.8603	0.58462	0.81284
IQCC	ENSG00000160051	4.0474e-09	1.227	-0.3157	0.79683	1.0517
SAMSN1	ENSG00000155307	5.0417e-11	1.227	0.30416	0.82736	0.94343
SIGLEC12	ENSG00000254521	1.2163e-13	1.227	-0.67273	0.8591	1.1044
RP11-723O4.6	ENSG00000187695	2.1637e-10	1.228	1.3746	0.81899	0.77498
DPT	ENSG00000143196	4.2743e-06	1.228	0.076266	0.72388	0.98044
MFAP2	ENSG00000117122	4.2671e-06	1.228	1.0294	0.72403	0.72579
POLR3K	ENSG00000161980	0.10849	1.228	-0.088583	0.39412	1.0302
ZNF275	ENSG00000063587	0.00022666	1.228	0.96583	0.65443	0.77579
CHCHD7	ENSG00000170791	0.034885	1.228	0.2833	0.47777	0.89899
FTCD	ENSG00000160282	5.523e-15	1.228	-0.35033	0.87319	1.0536
KXD1	ENSG00000105700	0.034926	1.228	0.89911	0.47756	0.76422
TNFAIP6	ENSG00000123610	1.0939e-06	1.228	0.56719	0.74215	0.86993
ANKRD42	ENSG00000137494	2.1439e-10	1.229	0.13374	0.81946	0.97406
ATP6V1E2	ENSG00000250565	0.0029486	1.229	-0.54963	0.58564	1.138
ARL10	ENSG00000175414	0.00082222	1.229	0.98333	0.62362	0.75243
KRT38	ENSG00000171360	3.9395e-09	1.229	-0.65399	0.79841	1.1122
C15orf62	ENSG00000188277	0.034814	1.229	1.0595	0.47813	0.71308
MRPS36	ENSG00000134056	0.10812	1.23	0.53562	0.39482	0.79505
EME1	ENSG00000154920	2.4963e-14	1.23	0.079713	0.86788	0.98726
APOF	ENSG00000175336	0.010295	1.23	0.3549	0.53924	0.92433
MEDAG	ENSG00000102802	1.6145e-05	1.23	-0.43348	0.70491	1.0993
LANCL1	ENSG00000115365	1.0827e-11	1.23	-0.74337	0.83825	1.142
ARL14EPL	ENSG00000268223	0.034771	1.23	-0.18652	0.47835	1.0579
ITIH1	ENSG00000055957	2.0755e-31	1.23	0.28499	0.96691	0.9658
SIGLEC1	ENSG00000088827	5.3298e-46	1.23	-0.27714	1.0069	1.0241
XRCC6BP1	ENSG00000166896	1.6095e-05	1.23	0.71914	0.70523	0.82548
KIAA1407	ENSG00000163617	4.1656e-32	1.23	1.2536	0.96962	0.83867
ADRA2A	ENSG00000150594	0.00081816	1.231	1.7995	0.62429	0.68129
GJE1	ENSG00000203733	0.10802	1.231	0.57897	0.395	0.81202
GRSF1	ENSG00000132463	1.066e-11	1.231	-0.511	0.83895	1.0962
AKNAD1	ENSG00000162641	3.6153e-23	1.231	-0.05654	0.93243	1.0077
LCTL	ENSG00000188501	9.6021e-20	1.231	0.88135	0.91195	0.86304
NAAA	ENSG00000138744	2.0742e-10	1.232	0.82452	0.82113	0.83889
LRRC29	ENSG00000125122	0.00022334	1.232	0.36071	0.65623	0.90934
NFU1	ENSG00000169599	4.1487e-06	1.232	0.36985	0.72661	0.91046
CORIN	ENSG00000145244	6.5072e-35	1.232	-0.16655	0.98032	1.0192
ZNF260	ENSG00000254004	6.0163e-05	1.232	0.61189	0.68303	0.87932
SPEF1	ENSG00000101222	1.5956e-05	1.232	1.166	0.70611	0.72132
ENTPD8	ENSG00000188833	1.0421e-11	1.232	-0.22901	0.83997	1.0366
MUT	ENSG00000146085	1.7087e-22	1.232	0.22855	0.92939	0.96839
KRT3	ENSG00000186442	8.9951e-10	1.232	0.068023	0.81096	0.99008
TCTN1	ENSG00000204852	1.0708e-15	1.233	0.60556	0.88263	0.90354
CHST5	ENSG00000135702	0.00022148	1.233	0.35069	0.65726	0.94332
ECI2	ENSG00000198721	6.5525e-08	1.233	-0.0085001	0.77565	1.0016
GOLGA6L2	ENSG00000174450	1.0579e-06	1.233	0.60013	0.74494	0.92198
PNLIPRP1	ENSG00000187021	1.0944e-13	1.233	-0.08307	0.86321	1.0145
KBTBD12	ENSG00000187715	2.3384e-14	1.233	0.27702	0.87033	0.9571
GPR75	ENSG00000119737	1.5813e-05	1.233	-0.035895	0.70702	1.0059
TNFAIP8L1	ENSG00000185361	0.5379	1.233	1.6834	0.0	0.58455
OLFML1	ENSG00000183801	1.5857e-08	1.233	-0.69295	0.7889	1.1314
HTRA3	ENSG00000170801	6.5843e-08	1.233	0.49645	0.77532	0.91431
CD1C	ENSG00000158481	1.5963e-08	1.233	-0.2322	0.78848	1.0491
HSPA1L	ENSG00000204390	1.057e-06	1.233	0.64052	0.74502	0.90489
C9orf156	ENSG00000136932	6.4724e-08	1.234	0.051447	0.77651	0.9907
ATP6V1G3	ENSG00000151418	0.10745	1.234	0.254	0.39606	0.9048
AP1G2	ENSG00000213983	5.0977999999999995e-28	1.234	0.39097	0.95695	0.94941
PTMA	ENSG00000187514	0.034451	1.234	0.25822	0.48	0.90418
ITGB6	ENSG00000115221	1.6277e-22	1.234	-0.69448	0.93071	1.0935
ORAI3	ENSG00000175938	0.034454	1.234	0.074418	0.47998	0.98358
CD93	ENSG00000125810	1.9782e-10	1.235	-0.35063	0.82354	1.0497
C9orf91	ENSG00000157693	6.4533e-08	1.235	0.34856	0.77671	0.92913
CACFD1	ENSG00000160325	0.00080583	1.235	0.14802	0.62633	0.96466
ZNF724P	ENSG00000196081	0.10729	1.235	0.86674	0.39635	0.85899
CMC1	ENSG00000187118	0.1073	1.235	0.034667	0.39632	0.98616
LECT1	ENSG00000136110	1.0396e-06	1.235	0.39975	0.74639	0.9176
PPP1R15A	ENSG00000087074	2.206e-12	1.235	-0.15799	0.85009	1.0227
NAT9	ENSG00000109065	0.00022044	1.235	0.097126	0.65784	0.97505
FAM200A	ENSG00000221909	6.4144e-08	1.235	0.95226	0.77713	0.83823
RP11-542P2.1	ENSG00000205301	4.0771e-06	1.235	0.99479	0.72821	0.74526
TXNDC5	ENSG00000239264	4.872e-13	1.235	-0.41552	0.85737	1.0777
ANKZF1	ENSG00000163516	5.824499999999999e-26	1.235	-0.24265	0.94854	1.0328
SIRT5	ENSG00000124523	8.6584e-10	1.235	0.14038	0.81303	0.9716
VAMP8	ENSG00000118640	0.10726	1.235	0.84935	0.3964	0.68357
DERL3	ENSG00000099958	0.000219	1.236	-0.16555	0.65864	1.039
TYW5	ENSG00000162971	1.9542e-10	1.236	0.11986	0.82416	0.97352
SGK2	ENSG00000101049	2.1934e-12	1.236	0.74886	0.85034	0.86766
PHLDB3	ENSG00000176531	3.6204e-21	1.236	-0.39932	0.92433	1.0568
C21orf140	ENSG00000222018	0.01012	1.236	1.2921	0.54201	0.68603
CLDN7	ENSG00000181885	0.0028828	1.236	0.47104	0.58898	0.88185
MYZAP	ENSG00000263155	4.4081e-17	1.236	-0.71778	0.89657	1.132
ACSM4	ENSG00000215009	4.0476000000000003e-19	1.236	0.90845	0.91133	0.85703
LRRC43	ENSG00000158113	4.7157e-15	1.236	0.16263	0.8789	0.97671
MARVELD3	ENSG00000140832	2.5885e-07	1.236	0.36544	0.76308	0.93617
ABCC11	ENSG00000121270	3.9884e-46	1.236	-0.19701	1.0116	1.0197
SLC25A26	ENSG00000144741	2.5832e-07	1.236	-0.3906	0.76324	1.0959
CCDC110	ENSG00000168491	4.1042000000000006e-19	1.236	0.62261	0.91091	0.9124
TCL1B	ENSG00000213231	0.010127	1.236	0.21231	0.54189	0.93377
BCS1L	ENSG00000074582	4.6972e-13	1.237	1.6158	0.85886	0.70681
PLA1A	ENSG00000144837	4.3709e-11	1.237	0.28555	0.83416	0.94986
CWH43	ENSG00000109182	7.2561e-22	1.237	-0.059542	0.92918	1.0088
CHIA	ENSG00000134216	1.0115e-13	1.237	-0.4481	0.86629	1.0763
PCNXL4	ENSG00000126773	1.5173e-22	1.237	-1.0403	0.93263	1.134
HESX1	ENSG00000163666	0.00079734	1.237	-0.15663	0.62777	1.0453
DDO	ENSG00000203797	8.3982e-10	1.237	-0.42536	0.81469	1.0829
C1QTNF1-AS1	ENSG00000265096	0.53681	1.237	0.19749	0.0	0.90782
C9orf64	ENSG00000165118	1.0255e-06	1.237	0.44694	0.74754	0.91171
CDH26	ENSG00000124215	5.3761e-26	1.237	0.282	0.95053	0.96368
GCAT	ENSG00000100116	1.5281e-08	1.237	-0.16415	0.79126	1.0279
CPA6	ENSG00000165078	4.3984e-17	1.237	-0.48739	0.89664	1.0891
CYP2B6	ENSG00000197408	1.9303e-10	1.237	-0.9755	0.82479	1.1624
SLC25A13	ENSG00000004864	1.2833000000000001e-24	1.237	0.30459	0.944	0.9551
MS4A18	ENSG00000214782	1.0223e-06	1.238	1.4857	0.7478	0.68212
SLC8B1	ENSG00000089060	2.0302e-16	1.238	0.31796	0.89217	0.95166
TEX101	ENSG00000131126	0.00079525	1.238	0.068452	0.62812	0.98408
PAXIP1-AS2	ENSG00000214106	0.27949	1.238	0.53614	0.26687	0.81152
ATP6V1G2	ENSG00000213760	0.0028604	1.238	0.84136	0.59013	0.72117
PIGV	ENSG00000060642	1.5131e-08	1.238	0.39808	0.79188	0.93026
GPR83	ENSG00000123901	1.0181e-06	1.238	-0.55563	0.74814	1.0994
C1D	ENSG00000197223	0.03411	1.238	-0.0030693	0.48178	1.0011
C17orf96	ENSG00000179294	0.27965	1.238	1.1067	0.26674	0.71723
IGSF10	ENSG00000152580	5.8027e-49	1.238	-1.6284	1.0187	1.1245
FAM43B	ENSG00000183114	0.10664	1.238	0.56719	0.39757	0.84686
CLCNKB	ENSG00000184908	1.4025e-22	1.239	-0.56265	0.93478	1.0791
AP5B1	ENSG00000254470	4.2746e-11	1.239	-0.6873	0.83523	1.0898
DUSP19	ENSG00000162999	0.010044	1.239	-0.09025	0.54324	1.0237
APBA3	ENSG00000011132	2.0716e-12	1.239	-0.23642	0.85279	1.0349
NUDT10	ENSG00000122824	0.1065	1.239	0.97888	0.39784	0.65899
MLKL	ENSG00000168404	2.0931e-14	1.239	-1.4478	0.8745	1.2487
EFHB	ENSG00000163576	5.7973000000000006e-24	1.24	-0.24206	0.94257	1.0327
FIG4	ENSG00000112367	2.3423e-34	1.24	1.8758	0.98458	0.76368
